Tweetler,Duygu Analizi
astroaltınay  demiş   anlamışsınız  gündemde  pislik adam evli  yazmış yapacak şizofren erkeğin evlisi bekarı olmaz   nasihati bayanlara öncelik tanımış adam  canı  vahşet yaşattı peline evlilerden uzak durun bekarlarla  sevgili olun demiş,1
evli  adam karısı mağdur duymasın  sevgilisini mağdur dövüyor yakıyor öldürüyor,1
    bakalım avrupa kanallarını  erkek  kadınla yatıyor nikahsız   yandan evli  karısı aynı şeyi yapsa  boşanıyorlar  kafaları yaratan şey ahlaksızlık hayvanı güdüler ünlü ateist adam tecavüz ediyor birine islam  suçlusu  yapmayın,0
 kılık kıyafetten bahsetmedim allah sizin zihniyetiniz den karşına evli  erkek  kadına benim ol  der adam sapık  kadın,0
eşini aldatan dövüp hapseden vekil akrabası olan evli  kadına kahve içme bahanesiyle tecavüz eden  vekil  olayı,1
 elinden kuran düşürmeyen dilinden dua eksik etmeyen insanlar suç işlemiyor   cinayeti dine siyasi görüşe  bağlayalım evli adam genç  kızla olmuş  kızı öldürmüş atatürk fotoğrafı paylaşan herkesi adam  sanıyorsunuz  sakallıyı  hacı  sanıyorsunuz,1
bulut  adam kızı kandırıyor sevgililerken  adamın evli olduğunu duyunca uzak durmasını istiyor  adamın evli olduğunu  çocuğunun karısının olduğunu bilmiyor,1
pislik herif  adamın  evli olduğunu bilmiyordu  biliyordu  hata yaptı  hatasının farkına vardı ayrıldı toplum genel  kavramdır  genel olarak  boku yemiş durumdayız aynısı senin eşiniz annen kızın kardeşinde yasayabilirdi adam  engel olsun,0
kıskançlık krizine giren adam  evli   desene  öldürme hakkı  veriyor aq anlamadım m  den   geliyor,0
diyelim  evli olduğunu biliyordu diyelim  gezmeyi  seviyordu okulunu  bitiremiyordu  yüzden eeee      hala masum hala suçsuz  adam hala psikopat  sizin istediğiniz  yaşamak zorunda ,1
 evli adamla  işi varmış diyorlar kadın evli adam bekar olsaydı evli kadının bekar adamla  işi var diyeceklerdi olay evlilik kutsallık ahlak bekçiliği    kadın düşmanlığı zihniyetinizin içine,1
evli  adamla beraberse  olduğu belli zihniyetinizi  kere desene adam evliymiş  olduğu  belli yiyin,1
abicim adam kıza evli olduğunu söylememiş     bunu öğrenip ayrılmak isteyince işler  duruma gelmiş kızın  konuda  suçu  ,1
 alaka  evlilikle   şekilde kadına  edilmiş kadın olmuş hala  adam evli valla size aklım almıyor almayacak,1
bulut  sanıyorsunuz   evli adamı ayarttı adam bekarım seninle evleneceğim diyerek kızı kandırıyor   adamın evli olduğunu öğrenince benden uzak dur ailene söylerim  tehdit ediyor  adam uzak duruyor sonucu  oluyor,1
işin  boktan tarafı  evli olan taraf kadın olsaydı  kadın suçlu olacaktı öldürülseydi  seferde evli haliyle milletle düşüp kalkıyor olacaktı   seviye   tarafta evli olsaydı  kadın suçlu olacaktı erkek adam yapar  kadın diyeceklerdi,1
eski kocanın evine gidiyorsun   eski kocasının  sevgilisinin eski sevgilisi var  adamla gülizar sevgili oluyor   arada eski kocanın  sevgilisi desene evli gülizar la  adam sevgili  diyorsun  bizim dini nikahımız var  benim eşim  ,1
olayın aslını bilmeden ``    evli adam  başlayan cümleler kurup katılın partisi üzerinden prim yapmaya çalışanların allah  belasını versin,0
 olay  adam kadın evli  boşanma arifesinde kadın eşinin evli sevgilisinin evli sevgilisi  evlenmiş,1
adam evli  çocuğu var  kızı var söz konusu kendisi kızı olsa taş taş  bırakmazdı eminim  başkasının kızına yaptıklarına bakın,1
sosyal medya üzerinden şöhret olmak isteyen kızlarımız utanmadan evli erkeklere beğeneni yolluyor adam meyilliyse evlilik bozuluyor yasemin özilhan başına gelmiş  yuvasını yıkmaz diğer kadında utanma  evli adama beğeni gönderiyor terbiyesiz  ahlaksızlıklar,0
evli  adam bekar  kadını isteyip nefsine hakim olamıyor dediğin  vaka  geçerli olabilir sizin suçunuz var  maiyetinde söylemiyorum  suçu  erkek tarafında aramakta benim gözümde bağnazcadır,1
 desene onlara evli adamın  saatte işi neydi evli adam  evinde çocuğunun başında değildi evli adam,1
  evli adamla berabermiş diyor  katılın beyanları maktulün n beyanını  öğrenemeyeceğiz  sevgili değillerdi  adam musallat  bilemeyeceğiz   evli adamla birlikteydi cezası    bayıla bayıla takip ettiğiniz metresler öldürüldü ,1
``  kardeşim kendisinin evli olduğunu öğrenince   aramamasını söylüyor adam bunu duyunca  kardeşimi arabasına bindirerek ormanlık alana götürüyor,1
hanımefendi adam milletvekili evli kadına tecavüz ediyor  şey diyonmu,1
eşini aldatan dövüp hapseden vekil akrabası olan evli  kadına kahve içme bahanesiyle tecavüz eden  vekil  olayı kapatan kadınlar  genç kızı canice öldüren evli  adam  edilen değerlerimiz annelik  kadın tesadüf  hepsinin arkasında  zihniyet var,1
aq oğlu kadını adam öldürüp yakıp beton dökmüş oturmuş iç yüzünün  gereksiz yerini tartışıyorsunuz olaya üzüleceğinize evli olduğunu adamın bilip bilmediğini  yapacaksın kızın hayata  dönecek  anasını siktirin oğlu,0
gülizarın eski kocasının samet evine gidiyor  eski kocasının  sevgilisinin eski sevgilisi desene   adam  gülizar sevgili oluyor  eski kocanın  sevgilisi desene evli  rabbim  neler duyacağız  akıl fikir ver,1
 ayda insan kadın olduğu  öldürülmüş bilinen sayı cinayetteki tartışma başlıklarımız evli adamla  işi var adam n yapsın katil chp liymiş murat övün vs yeşim salkım  diyorsunuz ,1
bunu sormak  şeyi sorsaydın evli çocuklu  adam bekar  kızın peşini  bırakıp ailesine sadakatla bağlı kalamadı bunu sorduğunda  gel,1
 allah in ayetlerini hiçe sayıyorsunuz adam devlet işlerini bırakıp sizin evli adamlarla yaşadığınız sorunları  çözecek allah  iddialı olacaksanız   evlenin buyuruyor kıyametleri koparıyorsunuz diğer kadının hakkını  koruyormuş anlayabiliyor misiniz ,0
 gitmiş evli adamla evlenmeden yaşıyor adam çocuğunu öldürmüş korumaya çalışıyor baba çocuğuna bomba yapmayı öğretmiş  adam  türkçe konuşamıyor   hikaye,1
izzettin doğan alevi dedesi  ısrarla söylenip duruyor   adam fransız  kadınla evli alevi olmayan  kadınla,1
 sebebini merak ediyorum diyip duruyorsun   yazdığının farkında mısın kızı suçluyorsun evli olan adam bakmasaymış ,1
 evli barklı adamla  olmuş diyenler görüyorum cevap veriyorum   soruları soracaksınız,1
adamın medeni durumunu bilmek zorunda  adam kendisi medeni durumunu evli olduğunu bilip ona  davranmak zorunda  karısını aldatıp    kadını öldürüyor kadının hayatını  mahvetti,1
adam evli    çocuğu var  çocuk hayata  tutunacak  babası uçkurunu tutamadı ,1
buda   kişi  zaman  yer sonucun  olacağını bilemeyiz yıl önceydi   kadın evli adam  beraberdi adam  desene adamın eşinin kardeşi öldürmüştü ablamın yuvasını dağıtacaksın ,1
evli erkekle  olduğu  eleştirdiğiniz kadının  hak etti   şerefsiz adam çoluğuna çocuğuna bakmadan kıza sarkıntılık etmiş birde yetmemiş öldürmüş yiyin,1
 dediğin sizin mahallede oluyor televole nese fahrettin  fatmanur altun yıldır evli adam yaşında  evlendik,1
tirrikler istanbul sözleşmesi gereği    başına üniversiteye gidiyor yıldır istediği hayatı yaşıyor istediğini yapıyor bara gidiyor evli  çocuklu bar sahibi atatürkçü çağdaş laik adam  sevgili desene oluyor  herşey ,0
 söyle desene  şey var  an  evli  eşini aldattığı  eşi desene kalkıp  adamı öldürse takdir  zaman kadın  kendisi namusunu  temizlemiş olur  durumda sonuçta adam haketti evli  dinimize aykırı zina yaptı   bunu sormuyor,1
adam sapık ruhlu adam şiddete   adam psikopat   vahim olan tarafı işe adam evli  çocuk babası psikopat adamın siyasi görüşü dini imanı olmaz bunu  kendinize çekecek  gözü dönmüş insanlarsınız  hdp vekil tecavüz ettiğinde  konuşmadın rezil,1
adam evli sevgilisi desene evli kadının eski sevgilisi desene evli adamın eski karısı kocasının sevgilisinin eski sevgilisiyle gidiyor  eee   ülke olduk,1
  zaman    gelecek diyordum   ıq  haber kanalından geldi adam aklı olsaydı  evli adamı ayartmış derlerdi  adam haklı olurdu  türlü çipli  haksız jksdhff,1
gencecik  canın yitmesine  desene evli adama takılmış  hatasını anlamış reddetmiş reddettiği  öldürüldü insanın hata yapması öldürülmesini haklı kılmaz adam  karısını  çevresini  desene  kızı kandırmış adam sütten çıkmış ak kaşık  paylaşımlar yapmayın ,1
kendisi   internette takılsın  benim oğlum evli işten geliyor bütün  onun başında çocukla karısını yatılı annesine yolluyor kıyameti koparıyorum yuvan yıkılacak  yaşındaki oğlanda öğrendi valla büyük adam  kavga ediyorlarillet  şey,1
  travmanın etkisiyle  demesin adam ayan beyan  üzgün   kızının evli  adamla  olması  öldürülmesini  suretle reddedemiyor   kaşısanız  demiştim  işi varmış onun  elalemin arabasında evinde diyecek   acı,1
pınar in özgecan  attığı tweet ölüye saygınız    tweet ı görüp utanın istiyorum  evli adamla ilişki yaş,1
abisi kardeşim adamın evli olduğunu bilmiyordum diyor hala namus derdinde kafasız adam  sizin  insanlara ,1
  kainatın  zeki insanlarısınız olayı kanıtıyla detayıyla aydınlatan  görevli insan gerizekalı  adam evliymiş evli olduğu pınar  anlaşılınca ilişki bitmiş erkek arkadaş seçimiymiş  erkek olup aldatmamak lazım gerisi  düzelecek,1
evli adam  yapıyor  bunu  kadın yapınca suç oluyor medeni kanunda sadakat ilkesi evliler arasındadır dışarıda  birey ,1
abisi kardeşim adamın evli olduğunu bilmiyordum diyor hala namus derdinde kafasız adam  sizin  insanlara  sizin  aileye,1
sesiniz çıkacaksa  evli olup  kadınların peşinde koşan pezevenklere çıksın sesiniz kadını suçlamak ,1
  kardeşim kendisinin evli olduğunu öğrenince   aramamasını söylüyor adam bunu duyunca  kardeşimi yaka paça vurarak darbederek arabasına bindirerek ormanlık alana götürüyor  dövüyor,1
allooo oda oda sesim gelir  fıkıh der haberi formatında haber istiyoruz söyle olsun başlık çağdaş laik zihniyette   olur  desene adam evli,1
pınar gültekin    kelime etmediğini biliyorsunuz   evli  adam öldürdü hermes çanta kullanıp babyshower yapmıyordu bikiniyle pozu vardı `` neye hizmet ettiği belliydi `` gayrimeşru hayatı vardı   ağlarken öfkelenirken  kelime etmedi,1
insana  açıklama yaptırıyorsunuz   fail aklayıcılığı  ahlak polisliği hastalığına yakalandı  evlilik birliği içerisinde sadakat yükümlülüğü eşler arasında geçerlidir evli adam  işi var  kadınla noktası  bizim haddimize değilken tartışılana bak,1
 `` evli adam tweetleri `` evil adam  okumaya başlar oldum,1
 konuşuyoruz  anlatıyoruz    şey değişmiyor  cehalet dolu  ülkede yaşıyoruz  adam evliymiş eeee adam evli farkına varın evli adamın  işi var   kadınla  sorgulanması gerekirken kendini savunamayacak olan sorgulanıyor,1
cüneyt özdemir in bugünkü programında  kadına şiddet     yayın yapıldı,1
yardımseverlik yaparak piyasa yapmaya çalışan yavşak,0
allahım ülkemizde yorum yapan kişilere bakın demet akalın  murat övün   ikisini yorumuna  kaldık ,1
  vahşetin sapıklığın cinayetin işlendiği  zaman  kasap pislik insanın yaşadığı   yaşıyoruz  erkeklerin kadın olma isteği kadınların erkek çocuk  hayvan tecavüzleri   hayata nefes alamıyorum  iğreniyorum sizden,1
ahlak  namus deyince  kadından konuşan  ahlaksız  namussuzdur | frida kahlo,0
insanları yere göğe sığdıramıyorsunuz  linç ediyorsunuz  adam   kadınlara tıkmak orospu yanık ,0
etiketi beni   güldüren etiket   orospu yanmışsın  yanıııııkkkkk taktakçı tikkkk taaaakkkkk frildaaakkkk komik    eee  takip etmeyi unutmayın murat ı   para kazansın,0
 öylesin  ağzı  pisleyen götü  konuşan birisin ölen  canın   şekilde konuşmak,0
mevcut düzeni anlatan   karikatür,1
bak bak  kadınlara hakaret et  yanık  orta parmak küfür kıyamet sonrada bana hakaret et hepinizin gerçek yüzü,1
yazıklar olsun    takip edenlere,0
çağrı filminde kadının hakları  dinleyin,1
 iyisini düşünemiyorum,1
 küfür eden birini ahlaksız  şekilde konuşan birini un sahibi yapanlar takip edenler desene utansın,1
 insanları  makam getiren  takipçi kitlesi var,1
 değilsin,1
`` ahlak  namus deyince  kadından konuşan  ahlaksız  namussuzdur | frida kahlo,1
dilimi tut boşanmak  mahkemeye gittim gün   hale geldim neyi savunuyorsun  terbiyesiz,0
 nesin necisin ona  karar ver erkek mısın kadın    ,0
kadının yeri erkeğinin  adım gerisi    başıdır,1
şaklaban murat öğünç kadınların erkeklerin  adım arkasında durması gerektiğini söylemiş,0
    tarafı savunuyor  dönelim   kaldı kadın  erkeği savunmak   senin  zihniyetler ,0
katlanamıyorum   şey ifade etmiyor  yerimizi  haddini bilecek,1
 vasfi sanatı olmayan şahısların egolarını okşar triplere sokarsanız köpek  havlarlar,0
kadın  olmaya çalışışta kadın düşmanı olman    ironi,1
 tweet atan şunu yapsa  sorun çözülür arkadaşlar  bakalım,1
 yavrularda  çenesini tutmadı yerini çizgisini bilmedi erkeğinin  adım gerisinde durmadı sayın çöp,0
kadının yeri erkeğinin  adım gerisi    başıdır,1
 kalkıp derki   yardım ettim   duyulmadı,1
 ülkede   pislik olursan   fenomen oluyorsun,1
yoldaşlarıma sizden ricam bunu imzalayın  yayın   istanbul sözleşmesi yaşatır,1
 adam    ünlü amk,0
bak  kızı evinin önünde  tanımadığı   mahkum kalbinden bıçaklayarak öldürdü sesini çıkarmaya fırsatı olamadı,1
   allah sizin gibileri ıslah etsin ,1
çöp herif  herif    belli ,0
sayın çöp bidonu konuştu  sende haklısın sorun sende   takip eden milyonluk kitle  yaptığı yardımları anlatıp sıyrılma çabasında olan   şişirilmiş balonsun,0
 tur insanları fenomen yaptınız sosyal medyada milyonlarca kişi bunları takip ediyor yaptıkları şeyler  utanç verici üzülerek söylüyorum  türkiye desene  okul okumuş üniversiteyi bitirmiş kişiler beyinleri yıkanmış cahildirler,0
kadınlar  türkiye desene  şevval sam   desene aralarında,1
pamuk balyalarının arasına gizlenen kumaş gümrüğe takıldı,1
chloe loughnan in sörf macerası olaylı bitti yunanistan,1
birilerine küfür ederek para kazanan  bununla gurur duyan  insandan   farklı  görüş beklemek saçmalıktı ,1
 niş bazılarına gerektiğinden   vermeyeceksin,1
sahip olmak istediği  elbise giyip feminen makyajlar yaparak bürünmeye çalıştığı bedene yaptığı saygısızlık kıskançlıktan sanırım  cinsiyet ameliyatı olmuyor  olanlara   kadın olanlara  bok atmaktan  kalmıyor,1
cehennem zebanisi  takılıp dilinden allah peygamber eksik etmez ettiği yardımları insanların gözüne sokar ,0
  murat övün videosuna denk geldim desene gelmez olaydım ağam  bizimle eğleni mısın ağam   yaşıyorsun,1
 adamı  ünlü etti amk bırakın ekmek arası ketçap yemeye  etseymiş,0
linç yiyormuş bizde durum budur,1
time  bunu görüşte yaymayanları vicdanlarıyla baş başa bırakıyorum sheytanovi,1
kadın kıyafetleri giyip kadın  davranacaksın  kadınlara  dil uzatacak  hayırdır   ayaksın ibnelik desene ,0
 ölen   vahşice katledilen  kadının arkasından  şekilde konuşacak  insanlıktan uzak yaratıklarsınız  yaşayana  ölene desene saygınız  bıktık  sizden  sizin  susamam sözünbittiğiyer deyiz,0
   konuşuyorsun,1
bak  yaptığı şeyi  konuşma arasına sıkıştırdı   hoşuna gidiyor yaptığı şeylerle böbürlenmek senin başa,1
   beceremedim  hayatı birine devretmek istiyorum sahibinden satılık  hayat,1
ürünü köymüşüz  satıyoruz  satılık  yorumu geliyor şaka misiniz   soru,1
benim hesapta satılık,1
günün vitrin ilanı haramızın satışa sunduğu atların kazançları bellidir,1
satılık hainler,0
kalbim satılık  kiralık hopi'nizinki ,1
reise  saf satılık,1
taklitçi ımansızlar sizin  haram kazanıp yiyenler   islamın çektiği  min sahibiysen  yaptığın  cevabını bunun kendiniz verinde görelim   kiralık satılık aşağılıklardansınız tiyatrocular size,0
   zamanda geberir     zamanda sende geberirsin satılık pisi pisi,0
kocaeli desene milyona icradan satılık fabrika,1
şeytanın  yakını sizsiniz ananızı baçınızı yahudiler satıp sıktırıyorsunuz satılık insanlar şeytandan beterdir,0
 satılık metacritic  günlüğünüze ağlamaya ,1
  suriyeliler benimsettiler amk  nu vatan onların derler bunlardan  şey beklenir satılık şerefsizler,0
ortadoğudaki hristiyan musevi  müslüman kadınlar  dünyadaki bütün kadınlar satılık   kiralık    mısın,0
  devlet büyüğüne saygı göstermeyi öğreneceksin devletini savunan  satılık size ,1
satılık kardeşim  takas  olur,1
satılık ,1
sahibinden km vicdan ihtiyaç fazlasından satılık,1
 satılık  abisi,1
erdoğan ı  bulan   dönemlerde yapılan saçmalıkları yanlışları savunuyor  değildir   adam ol  saygı göresin   zamankilere desene  çıkıyordum  zamankilere desene  çıkıyorum insanı savunurum  kişileri  senin  satılık değilim,0
 gazeteci olarak   kadın olarak  sözleri söyleyen herkesten nefret etmen gerekirken  ülkede  gün  kadın çocuk taciz tecavüze uğrarken öldürülürken buna  olanları baştacı yapmanız kaleminizin satılık olduğu anlamına gelir katılın partisi olmaz,1
alayı satılık bunların ülkenin çıkarlarını kuruşa satanların  elim yakasında olsun,0
cengiz bey dönelim  satılık  sağlık ahmakla değerli vaktini harcamışdir ağzınıza sağlık zahmet olmuş,0
içimizdeki satılık kalemşörler,0
ismi  müsemma olan hamza tekin ayasofyanın cami olmasına   şey olmadı diyerek sataşan satılık  ite haddini bildiriyor,0
satılık dönelim var  abi eş,0
tavrınız olsun tarzınız olsun hedefiniz olsun çizginiz olsun prensipleriniz olsun farkınız olsun sınırlarınız olsun,1
fotoya af isteyen fetöcünün taaaaaa kendisidir   olursa olsun  adamın  araştırılması lazım ahhhh gel   dalga operasyonları gel desene köküne kibrit suyu çakalım  adı satılık sağlık kahpelerin,0
 görüntüler bana `` davos one ünite şovunu aklıma getirdi satılık dalkavukların şovu  bildikleri  ellerinde erdoğanı öven yazıları tuttukları ,1
kendileri söyleyemiyor atadıklarına satılık kiralık kalemlerine trollerine söyletip nabız tutuyorlar fetö ye af gündem,0
doğu türkistan in izzetli iffetli kadınları maruz kaldıkları zulmü sürgünü işkenceyi tecavüzü anlatıyor,1
islam kul hakkı der   köpek  havlamakla itham ettiğin   tanımadığı insanlara kiralık   satılık diyerek kul hakkı yiyen   zekalıyı eleştirdim  desene aynı boku yedin afiyet olsun  işine gelmediği  ablayı anlamadın,0
kaypak satılık şerefsiz,0
satılık kalem  ,0
satılık köse yazarı baş yazar  kalem fiyatları açıklandı   ondan haber ver,0
mehmet ayan ı ciddiye almak bana komik geliyor kendisi satılık kalemdir abilerinin  hoşuna gidecekse onu yazar yalakadır,0
kendin  satılık sanma bize,0
`` satılık olmayan insan yoktur yeterli olmayan fiyat teklifi vardır    ortaya koymuştum lisenin başında sene geçti   fikrim değişmedi  konuda  işe  akrabalarımda bana  aynı tutuma şahit oldum insanın özü kötüdür,1
atmaca ultraşlanuni kuranda yazılanlara  emin oluyorsun  sözleri desene allah peygambere vahiy yolu  iletiyor peygamber desene hafızlara söylüyor bunu hafızlar  sonrasında kitap haline getiriyor   durumda hadislerin   farkı var peygamberin dediklerini yazan ezberleyen   ,1
 allah im    çarşamba,1
allah melekler  ilim sahipleri ondan  ilah olmadığına adaletle şahitlik ettiler ondan  ilah yoktur,1
benim başıma    şey gelmişti   yoldan   fark edip arabayla beni evime bırakmıştı allah razı olsun valla,1
allah resulü s  v müjdesi `` allah  ibadet edilecek günler  zilhicce nin   gününden  sevimli günler yoktur,1
insanların takibini umursamam daimi takip eden allah varken,1
 allah sevdiklerine bağışlasın  aile,1
kaçar  hocam  varsan bizde tetikteyizdir allah razı olsun,1
sizin desene size destekleyenlerin desene size ses çıkarmayanların  allah  türlü belasını versin hepinizin canı cehenneme,0
tekgül allah ayetinde söyle demiş yerdeki sürünenle gökteki uçan bütün canlılar benim  eşittir ayrımcılığı  insanlar yapıyoruz  üstün çanlılarmışız   onlarla aramızdaki  fark bizim kafamız şeytanlığa çalışıyor kapış,1
  yeryüzünde  desene gökte allah ı aciz bırakamazsınız allah tan   dost  yardımcı  bulamazsınız,1
peacerr allah belanızı versin  lanetli sözler kara leke olarak alnınıza  vicdanınıza yapışsın doğum sancısı çeken kadınlar  acılar çekmeden geberemeyiniz  masumlara attığınız iftaralar  boğulacaksınız,0
`` allah rızası  olmayan  şey eriyip çürümeye mahkumdur,1
``   allah adaleti iyiliği akrabaya yardım etmeyi emreder çirkin işleri fenalık  azgınlığı  yasaklar,1
allah iyilikten doğruluktan ayırmasın,1
 sebep ecel sahip allah doktor sebep  allah,1
allahın verdiği canı allah alır başkasının yaşam hakkını  alamaz şerefsiz adam  idam edilmeli,1
 sayıları açıklanıldıktan  allah kitap aşkına mutlu olun sevinin abartınız  ,1
 kendileri desene boşa kürek salladıklarını   biliyorlar kinleri ağızlarından taşar kalplerindekini allah bilir kasırga olsalar  yazar dağdan  tuz alırlar,1
ayasofya yi  cami yapan lider fatih in emanetine sahip çıkan başkomutan allah senden razı olsun reis,1
aynı şeyi bende düşündüm allah affetsinxksjxajxjajxjajxjajzjsjsjanzznz,1
allah karşına aya alşakka amını nin başına  iş gelirse un isim  fotoğrafını paylaşmak suretiyle kendini h,1
kadınlar  allah  gönderilmiş hediyeler değildir kadınlar   seninle  var ,1
     kısasa kısas allah diyor  kısasta  sizin  hayat vardır,1
muhteşem  ekip muhteşem  güne yakışır organizasyon yapan vesile olan düşünen  varsa allah razı olsun  sizin desene  ağzına sağlık abi,1
cumhurbaşkanımızın  koruması koruma müdürü muhsin köse nin vefat eden annesi fatma köse ye allah tan rahmet sayın,1
 efendimiz mehmede küllük yapan  allah  küllük yapan  olur ,1
abd desene şiddetindeki depremde göçük altında kalarak hayatını kaybeden çaycı hüseyin  allah tan rahmet diliyorum,1
allah  benim  azmam  yaratmış olabilir   soruyorum,1
allah kahretsin,0
insanlar şunu ayırt edemiyor  kanal olan  şifa aktarıyorum diyen ilahi  bakıyor cümlelere  mesaj içeren şeyler var     diyor   kardeşim şeytan   allah  kandırmayı sever,1
nasipetme   gün intihar ederse allah belanızı versin kızın    gidilir  dersiniz,0
bütün   pandemi  netflix izleyen hamdullah isimli arkadaşım eşini boşayıp çocuğunu geride bırakıp amsterdam  john  evlendi  üzgünüm  şey      başladı allah  kahretsin neksfiliz,0
allah im herkesin ömrü merhameti  olsun  olur allah im,1
insanların dudakları şişebilirrr,1
ateş olsalar cürğmleei  yer yakarlar allah doğrunun yanındadır,1
erkekler bize allah  gönderilen belalardır desem oluyor  ,1
kadına çocuğa yetime güçsüze   şiddette görmemezlikten gelenler unutmayın var  allah var,1
allah affetsin  doğum günü atışı yapılan yarışmacının fanlarına üzüldüm gündeme girebilmek   fantom'lardan,1
allah belanı versin senin  firmanın gaziantep güvenevler mahallesi sakinlerini  giden elektrik kesintileri  günlerdir rezil ettiniz rezil enerjisa,0
sayın başkanım takım şampiyon  allah sizden razı olsun   ser odakları   zamanki   ortaya çıkıp başarılı  başkan olan hüseyin güneş üzerinden operasyona başladılar bunlara fırsat vermeyin,1
yanımızda olmayıp duâlarımızda  yüreğimizde olanlar var allah im  zamanda kavuştur bize  emanetler  desene,1
istanbul hukuk fakültesi nden hocamız prof dr ilhan özay in vefatını üzülerek öğrendim kıymetli hocamıza allah tan rahmet,1
abd desene şiddetinde deprem olmuş  olmuş deyip sevinenler allah in sopası  diyenlerde beyin arıyorumdur,1
 sevmeyi beceriyorsunuz  desene insan olmayı allah belanızı versin,0
zalimler   cehennem abd yansın  mazlumun ahi  israil koku kurusun  hayırlı huzurlu akşamlar şahin kardeşim allah  emanet olun   güne bismillah,1
 silsilede     hayat veriyorsunuz olmuş     hayat vermez vesile oluruz hayatı allah verir alır,1
idob kadın erkek  taşınmalı kadın erkek tıkış tıkış otobüs   dolmuşlarda kadınlarımızı allah karşına,1
allah aşkına    çirkin soykayı görmekten fenalık geldi dengesiz  kafayı yemiş gündeme gelebilmek  yapmayacağı şey  bunun edepsiz kokona,0
allah aşkına in  ,1
allah razı olsun,1
allah belanızı versin sizin gibilerin  evde baktığımız sokakta baktığımız canların gözüne çöp değmesin  bakarken sokakta  gün eksik can gördüğümüz desene telaşlanıp aramaya başlarken  kendisi baktığınız ,0
 buluşmuş  mutlu oldum,1
 kesim destek oldunuz sayın bakanım allah razı olsun bizde konut kredilerimize yapılandırma bekliyoruz,1
keyifli huzurlu  sohbetli akşamlar diliyorum abicim selamlar saygılar allah  emanetsiniz,1
allah olsam ıq   sevap günahları  değerlendirirdim,1
`` allah gönlüne  versin duasındaki adaleti  seviyorum allah herkesin kalbine  versin ,1
`` doğu  allah indir batı   dönerseniz allah in yüzü  oradadır  allah in rahmeti  nimeti geniştir,1
 çıkıp mikail kafasına  iş yapar demedim  doğa olaylarını  düzenliyor dedim  depremi desene dünyaya yaşatan emri allah vermiş olsa  mikail der    konuya global  bilimsel acıdan bakarım  zamana  hoşgörü dini dediğiniz dini korumak ,1
allah yapanın   kalmasına  olanların  belasını versin,0
allah şifalar versin,1
kadın erkek fark etmez umarım allah herkesi gösterdiği sevgiye layık insanlarla karımsılaştırır,1
 allah yarabbi,1
kağan allah razı olsun  sevindim,1
hakkari desene us bölgemize yapılan terör saldırısında şehit düşen yiğitlerimize yüce allah tan rahmet acılı ailelerine  sevenlerine sabır diliyorum,0
allah razı olsun sağolasın teşekkür ederim abim,1
allah rahmet eylesin kadın cinayetleri   bulsun,1
allah sağlık sıhhat versin inşaallah,1
gencecik yaşında hayattan koparılan pınar gültekin  allah tan rahmet ailesine başsağlığı diliyorum pınar kardeşimizi,1
aziz allah,1
bakın arkadaşlar okan abi ye     seviyorum allah biliyor   spor u beşiktaş li olanlar izlememelidir  bjk ye ihanet edemezsiniz  okan abi kendine kanal açsa  trt spor  çıksa ekran başından ayrılmam,1
basın sağolsun allah ailesine   sabırlar versin,1
  şekilde allah tan korkuyor milletini seviyor onların menfaatini düşünüyor  din hürriyeti tanıyorsa  diktatör,1
   gerçektir  min edenler yahudiler siler  hıristiyanlardan allah   ahiret gününe inanıp hayra  barışa  iş yapanlar  korku yoktur tasalanmayacaklardır  maide,1
allah rahmet eylesin basın sağolsun,1
 adaletinde  hükümetinde allah belasını versin kadına hayvana çocuğa yapılan şiddete  körsünüz orospu çocukları,0
bara pavyona giden içki içen erkeklere desene allah evlenmeyi  etmesin,0
sevdiklerimizi desene üzerimizde hakları olanları  cehennemden azat et  rabbi  desene  bedevinin istediğini istiyoruz kabul,1
 italyan var başlarında allah rahmet eylesin operasyonun,1
 beyler allah yardımcımız olsun bum,1
allah yar  yardımcınız olsun size  hastalara acil şifalar diliyoruz,1
bütün sahneler karanlıktır  zaman bildiğiniz  renkli değildir nihilizmin görsel renkleri  yerinizi ele geçirir,1
`` dizginsiz dil bela getirir zincire vurulmuş prometheus aiskhylos iş kültür yay,1
abd desene büyüklüğünde deprem olmuş paydada insan varsa dil din ırk  önemli  geçmiş olsun bela musibet,1
 zaman  sosyalleşelim desek başımıza  bela geliyor,1
 tarz cehalet seviyesinin çıtasının belli olmadığı insanları fenomen  başımıza bela edip  bunlara şoven kesi,1
başımıza gelen  bela cezasızlık ısrarından vahşiler sardı ülkeyi,1
kardeşim dmden bana ulaşıp   yol izlemem gerektiğini söyler mısın aynı bela bende desene var  sonuca ulaşabildinmi şikayetinde,1
 kıza  şeyler olduğu  bende  üzüldüm bunu ona yapana bela okudum  saldırganlıkla  varacağını düşündün anlamadım,1
 kurşun  döktürsek  bela başım,1
sülalem sülalene bela olur,0
bela kskdjjfjdksk,1
ikisi desene bela,1
alış veriş konusunda  kimseye bela olmam kendime  olmam  şeyi internetten alırım diğer türlü  pis  inşanmışım   sjsksj,1
zehrayla barışı berkan tanıştırsın   bela yaparız aralarını tanışsınlar yeter,1
alt tarafı kadınlar tacize uğruyor darp ediliyor öldürülüyor yakılıp  beton dökülüyor bunda abartılacak  var   milletin başına bela  dikenin varya,0
